Id,TimeStamp,Model,Latitude,Longitude,RodCount,Rotation Speed Max (rpm),Rotation Torque Max (ft-lb),Thrust Force Max (lbf),Mud Flow Rate Avg (gpm),Mud Pressure Max (psi),Thrust Speed Avg (ft/min),Pull Force Maximum (lbf),Pull Speed Average (ft/min),Drill String Length (ft)
91738,10/24/2022 4:39:15,D23X30 S3,39.11,-76.77,2,112,3062,25462,2.7,702,31,23334,16,34
91738,10/24/2022 5:32:08,D23X30 S3,39.11,-76.77,4,111,2502,24631,2.4,160,25,16411,16,54
91738,10/24/2022 5:53:49,D23X30 S3,39.11,-76.77,10,110,1325,12827,3.7,237,16,0,0,114
91738,10/24/2022 5:43:22,D23X30 S3,39.11,-76.77,12,106,3107,24918,5.9,1237,21,22280,13,134
91738,10/24/2022 5:46:51,D23X30 S3,39.11,-76.77,14,106,2111,18086,4.4,460,15,0,0,154
91738,10/24/2022 5:49:06,D23X30 S3,39.11,-76.77,16,114,3073,25317,4.1,141,20,22456,16,174
91738,10/24/2022 5:52:10,D23X30 S3,39.11,-76.77,17,111,2852,23818,3.3,376,16,22984,20,184
91738,10/24/2022 6:00:00,D23X30 S3,39.11,-76.77,18,116,3242,25973,6.6,1410,27,24542,18,194
91738,10/24/2022 6:05:09,D23X30 S3,39.11,-76.77,19,122,2748,24997,3.8,69,16,0,0,204
91738,10/24/2022 6:35:21,D23X30 S3,39.11,-76.77,21,114,682,3816,3.7,102,21,0,0,224
91738,10/24/2022 6:18:31,D23X30 S3,39.11,-76.77,24,106,1461,17815,3.8,100,19,0,0,254
91738,10/24/2022 6:23:10,D23X30 S3,39.11,-76.77,26,104,1559,23236,3.4,76,38,13284,16,254
91738,10/24/2022 8:41:40,D23X30 S3,39.11,-77.45,2,92,590,5412,0.8,61,17,0,0,34
91738,10/24/2022 12:55:00,D23X30 S3,39.11,-77.45,3,86,1205,8106,1.1,44,19,0,0,44
91738,10/24/2022 12:54:48,D23X30 S3,39.11,-77.45,5,90,609,6756,1.1,45,44,5916,17,44
91738,10/24/2022 13:02:27,D23X30 S3,39.11,-77.45,3,102,1434,14675,1.6,77,17,4106,13,44
91738,10/24/2022 13:13:14,D23X30 S3,39.11,-77.45,5,115,468,3931,0.7,40,46,3611,27,44
91738,10/24/2022 13:17:28,D23X30 S3,39.11,-77.45,2,107,3610,20819,6.6,1315,7,16766,5,34
91738,10/24/2022 13:46:05,D23X30 S3,39.11,-77.45,3,103,3502,16223,7.7,722,12,16586,9,44
91738,10/24/2022 13:52:31,D23X30 S3,39.11,-77.45,5,108,597,3812,7.4,87,35,4978,26,44
91738,10/24/2022 13:57:56,D23X30 S3,39.66,-77.74,3,97,1376,8389,0.8,52,12,0,0,44
91738,10/27/2022 14:36:22,D23X30 S3,39.66,-77.74,4,104,2011,11552,2.4,110,12,677,0,54
91738,10/27/2022 14:39:28,D23X30 S3,39.66,-77.74,5,94,1023,8577,1.9,75,25,310,0,64
91738,10/27/2022 14:57:20,D23X30 S3,39.66,-77.74,9,99,1291,6927,2.1,67,21,0,0,104
91738,10/27/2022 14:59:56,D23X30 S3,39.66,-77.74,11,104,1525,5389,2.4,47,21,0,0,124
91738,10/27/2022 14:55:41,D23X30 S3,39.66,-77.74,13,98,881,7362,1.9,40,27,0,0,144
91738,10/27/2022 15:00:46,D23X30 S3,39.66,-77.74,15,104,1154,4094,3,198,18,6664,30,144
91738,10/27/2022 16:37:08,D23X30 S3,39.66,-77.74,2,95,1040,6307,1.4,50,30,482,0,34
91738,10/27/2022 16:31:43,D23X30 S3,39.66,-77.74,8,99,1195,8718,1.7,172,23,497,0,94
91738,10/27/2022 16:36:33,D23X30 S3,39.66,-77.74,18,108,2614,15350,4.2,150,18,0,0,194
91738,10/27/2022 16:15:35,D23X30 S3,39.66,-77.74,19,114,3084,19038,3.7,200,13,8477,13,204
91738,10/27/2022 16:39:50,D23X30 S3,39.66,-77.74,20,115,3083,19387,3.5,192,12,8625,13,120
91738,10/27/2022 17:20:53,D23X30 S3,39.66,-77.74,2,104,342,17243,1.6,39,11,1812,13,34
91738,10/28/2022 13:58:33,D23X30 S3,39.66,-77.74,3,111,1393,15272,2.2,47,20,-175,0,44
91738,10/28/2022 14:00:15,D23X30 S3,39.66,-77.74,4,112,2116,16712,1.9,60,17,0,0,54
91738,10/28/2022 14:07:19,D23X30 S3,39.66,-77.74,6,103,1092,10875,2.4,52,17,0,0,74
91738,10/28/2022 14:29:55,D23X30 S3,39.66,-77.74,2,96,878,6595,2.2,66,25,0,0,34
91738,10/28/2022 15:57:06,D23X30 S3,39.66,-77.74,4,93,3176,16524,1.7,36,13,7358,8,54
91738,10/28/2022 16:03:37,D23X30 S3,39.66,-77.74,5,86,669,5230,1.9,55,24,595,0,64
91738,10/28/2022 16:28:12,D23X30 S3,39.66,-77.74,2,95,878,6703,1.6,51,18,669,0,34
91738,10/29/2022 12:56:46,D23X30 S3,39.66,-77.74,10,99,1511,11786,1.8,49,24,6477,17,114
91738,10/29/2022 12:53:14,D23X30 S3,39.66,-77.74,12,123,2915,16609,2.4,73,9,8521,30,114
91738,10/29/2022 12:52:53,D23X30 S3,39.66,-77.74,12,91,1168,17384,3.1,1431,14,13841,23,134
91738,10/29/2022 13:23:25,D23X30 S3,39.66,-77.74,13,113,1715,6579,1.8,47,17,0,0,144
91738,10/29/2022 13:27:09,D23X30 S3,39.66,-77.74,14,115,1716,6485,2.3,51,16,0,0,134
91738,10/29/2022 13:34:08,D23X30 S3,39.66,-77.74,14,91,884,7744,2.3,85,12,51,0,154
91738,10/29/2022 14:05:49,D23X30 S3,39.66,-77.74,15,92,659,6448,2.3,66,23,-225,0,164
91738,10/29/2022 14:28:27,D23X30 S3,39.66,-77.74,22,98,1742,14438,1.8,134,27,9543,12,234
91738,10/29/2022 14:26:11,D23X30 S3,39.66,-77.74,25,99,905,7698,3.2,100,20,444,0,264
91738,10/29/2022 14:40:42,D23X30 S3,39.66,-77.74,31,96,1335,7951,3.3,73,25,509,0,324
91738,10/29/2022 15:12:19,D23X30 S3,39.66,-77.74,33,97,1269,10914,3.2,111,19,0,0,198
91738,10/29/2022 15:48:41,D23X30 S3,39.66,-77.74,34,82,1237,10706,2.7,138,18,0,0,354
91738,10/29/2022 15:55:50,D23X30 S3,39.66,-77.74,35,87,453,1382,-0.4,0,6,4078,2,344
91738,10/29/2022 17:34:19,D23X30 S3,39.66,-77.74,2,105,1549,12613,1.5,57,30,0,0,34
91738,10/30/2022 13:28:19,D23X30 S3,39.66,-77.74,6,110,1298,5558,2.1,44,29,0,0,74
91738,10/30/2022 13:31:34,D23X30 S3,39.66,-77.74,12,106,1321,9742,2.6,98,29,0,0,134
91738,10/30/2022 14:00:03,D23X30 S3,39.66,-77.74,19,108,1603,4508,1.6,69,20,-180,3,204
91738,10/30/2022 13:29:40,D23X30 S3,39.66,-77.74,21,100,1107,10357,2.1,192,21,0,0,224
91738,10/30/2022 14:53:52,D23X30 S3,39.66,-77.74,33,96,1974,15653,1.7,399,22,283,0,344
91738,10/30/2022 14:38:49,D23X30 S3,39.66,-77.74,35,103,1820,15273,3.2,160,19,10017,39,364
91738,10/30/2022 14:40:16,D23X30 S3,39.66,-77.74,36,102,1818,15539,4,159,19,10616,38,374
91738,10/30/2022 14:44:06,D23X30 S3,39.66,-77.74,37,110,889,8981,5.4,164,34,9230,22,364
91738,10/30/2022 16:28:28,D23X30 S3,39.66,-77.74,2,122,3557,16340,3.8,65,8,9644,4,34
91738,10/30/2022 16:43:24,D23X30 S3,39.66,-77.74,3,139,3499,23389,4.2,119,2,11537,8,24
91738,10/30/2022 16:50:05,D23X30 S3,39.66,-77.74,3,115,2293,23407,5.6,106,10,6943,15,24
91738,10/30/2022 16:58:51,D23X30 S3,39.66,-77.74,2,113,1604,14534,5.5,114,7,0,0,34
91738,10/30/2022 17:34:22,D23X30 S3,39.66,-77.74,3,108,1488,9791,6.1,168,14,0,0,44
91738,10/30/2022 17:47:11,D23X30 S3,39.66,-77.74,6,119,1678,9818,3.1,100,15,0,0,74
91738,10/30/2022 17:39:55,D23X30 S3,39.66,-77.74,7,97,1021,14391,1.7,148,18,0,0,84
91738,10/30/2022 17:48:32,D23X30 S3,39.66,-77.74,9,102,732,7027,1.9,110,17,7395,48,104
91738,10/30/2022 17:46:38,D23X30 S3,39.66,-77.74,11,111,2211,20021,2.4,56,11,8481,47,124
91738,10/30/2022 17:50:00,D23X30 S3,39.66,-77.74,12,100,711,9848,1.7,41,13,-126,0,134
91738,10/30/2022 18:00:03,D23X30 S3,39.66,-77.74,14,107,2010,9282,1.5,156,17,0,0,154
91738,10/30/2022 17:53:39,D23X30 S3,39.66,-77.74,15,107,2625,18856,2.4,48,13,8098,15,164
91738,10/30/2022 18:06:30,D23X30 S3,39.66,-77.74,17,109,2450,19481,1.9,62,12,11162,23,164
91738,10/30/2022 19:02:36,D23X30 S3,39.66,-77.74,2,103,1050,9130,0.8,58,18,77,0,34
91738,10/31/2022 12:56:44,D23X30 S3,39.66,-77.74,3,102,701,4413,1,49,24,0,0,44
91738,10/31/2022 14:50:50,D23X30 S3,39.66,-77.74,12,67,308,2002,0.5,1,11,2827,8,114
91738,10/31/2022 13:28:41,D23X30 S3,39.45,-77.11,2,112,2348,17238,1.9,51,23,0,0,34
91738,11/3/2022 14:13:25,D23X30 S3,39.45,-77.11,4,108,2093,20866,2,96,27,0,0,54
91738,11/3/2022 14:21:43,D23X30 S3,39.45,-77.11,6,111,2382,10827,1.9,43,35,0,0,74
91738,11/3/2022 14:48:57,D23X30 S3,39.45,-77.11,21,109,3381,24277,3.7,360,15,16795,11,224
91738,11/3/2022 14:32:15,D23X30 S3,39.45,-77.11,22,119,3484,25289,4.3,359,5,16223,8,234
91738,11/3/2022 14:36:35,D23X30 S3,39.45,-77.11,23,120,3431,21858,7.8,677,6,21727,10,244
91738,11/3/2022 14:38:00,D23X30 S3,39.45,-77.11,24,110,3512,24274,7.7,256,5,18614,5,254
91738,11/3/2022 14:42:16,D23X30 S3,39.45,-77.11,25,119,3516,23240,9.6,404,3,14842,4,264
91738,11/3/2022 14:48:56,D23X30 S3,39.45,-77.11,26,128,3530,16107,9.7,346,4,12232,3,274
91738,11/3/2022 14:51:01,D23X30 S3,39.45,-77.11,27,131,3511,25030,9.5,310,8,17162,13,284
91738,11/3/2022 14:54:49,D23X30 S3,39.45,-77.11,28,127,3509,25964,7.8,302,7,18797,7,294
91738,11/3/2022 15:00:09,D23X30 S3,39.45,-77.11,29,108,2967,24036,12,1498,26,14132,12,304
91738,11/3/2022 15:04:11,D23X30 S3,39.45,-77.11,30,109,1305,16993,8.4,206,17,7314,31,314
91738,11/3/2022 15:07:04,D23X30 S3,39.45,-77.11,32,114,2500,24229,7.8,202,22,16212,21,334
91738,11/3/2022 15:10:03,D23X30 S3,39.45,-77.11,34,109,3151,24116,7.7,213,21,17191,18,354
91738,11/3/2022 15:11:08,D23X30 S3,39.45,-77.11,35,108,2924,24426,7.6,227,26,8343,27,364
91738,11/3/2022 15:22:13,D23X30 S3,39.45,-77.11,40,106,2052,24313,7.8,271,26,21372,22,414
91738,11/3/2022 16:04:55,D23X30 S3,39.45,-77.11,41,115,930,16916,7.3,66,28,9924,25,246
91738,11/3/2022 16:15:35,D23X30 S3,39.11,-76.77,2,91,1657,18705,1.9,283,16,550,0,34
91738,11/7/2022 0:22:57,D23X30 S3,39.11,-76.77,4,111,2571,24194,4.1,333,18,18785,6,54
91738,11/7/2022 1:01:33,D23X30 S3,39.11,-76.77,17,109,1741,15741,4.3,250,19,217,4,184
91738,11/7/2022 0:45:53,D23X30 S3,39.11,-76.77,22,113,2265,24427,3.5,287,29,22779,14,234
91738,11/7/2022 0:52:13,D23X30 S3,39.11,-76.77,24,110,1835,23836,4.2,709,14,3932,2,254
91738,11/7/2022 1:40:33,D23X30 S3,39.11,-76.77,25,111,1458,9143,3.7,89,29,6076,15,244
91738,11/7/2022 3:25:35,D23X30 S3,39.11,-76.77,2,121,1708,9077,3.9,448,17,1226,0,34
91738,11/7/2022 4:59:59,D23X30 S3,39.11,-76.77,3,112,3020,23666,4,622,17,16217,10,44
91738,11/7/2022 5:05:36,D23X30 S3,39.11,-76.77,5,107,1530,15174,3.7,294,22,0,0,64
91738,11/7/2022 5:10:11,D23X30 S3,39.11,-76.77,8,109,3527,19891,3.9,597,6,11294,25,94
91738,11/7/2022 5:20:03,D23X30 S3,39.11,-76.77,9,101,3096,24343,3.5,280,8,21401,16,104
91738,11/7/2022 5:27:56,D23X30 S3,39.11,-76.77,10,105,3169,23882,3.9,164,11,12268,19,114
91738,11/7/2022 5:29:53,D23X30 S3,39.11,-76.77,11,97,3125,25454,3.6,394,17,18809,17,124
91738,11/7/2022 5:35:48,D23X30 S3,39.11,-76.77,12,101,3075,7954,3.4,378,10,0,0,134
91738,11/7/2022 5:36:53,D23X30 S3,39.11,-76.77,14,108,2519,24813,4.2,564,15,12782,13,154
91738,11/7/2022 5:41:36,D23X30 S3,39.11,-76.77,16,100,2160,24077,4,243,12,0,0,174
91738,11/7/2022 5:41:54,D23X30 S3,39.11,-76.77,17,104,2650,25007,3.8,315,19,13587,19,184
91738,11/7/2022 5:44:20,D23X30 S3,39.11,-76.77,18,101,2523,23369,4.2,233,17,23192,23,194
91738,11/7/2022 5:52:16,D23X30 S3,39.11,-76.77,20,103,1457,11027,4.3,248,17,0,0,214
91738,11/7/2022 5:53:10,D23X30 S3,39.11,-76.77,23,110,3487,22901,4,275,6,13817,4,244
91738,11/7/2022 5:52:52,D23X30 S3,39.11,-76.77,24,103,3492,25501,5.4,399,10,19013,8,254
91738,11/7/2022 5:57:19,D23X30 S3,39.11,-76.77,25,105,3376,12177,5.7,644,15,4482,29,264
91738,11/7/2022 5:58:55,D23X30 S3,39.11,-76.77,26,107,3388,25110,8.1,1537,16,19860,17,274
91738,11/7/2022 6:05:56,D23X30 S3,39.11,-76.77,27,113,2961,25124,9.7,713,23,22849,13,284
91738,11/7/2022 6:08:19,D23X30 S3,39.11,-76.77,28,110,2138,22737,10,574,17,936,0,294
91738,11/7/2022 6:13:02,D23X30 S3,39.11,-76.77,29,113,2554,26044,9,119,15,14165,13,284
91738,11/7/2022 8:58:27,D23X30 S3,39.44,-77.26,2,101,1653,11064,2.4,71,27,0,0,34
91738,11/10/2022 13:22:18,D23X30 S3,39.44,-77.26,3,103,2018,17280,1.5,187,25,0,0,44
91738,11/10/2022 13:56:58,D23X30 S3,39.44,-77.26,19,104,1368,16860,2.4,92,20,7924,15,184
91738,11/10/2022 14:18:09,D23X30 S3,39.65,-77.17,2,111,3121,23511,2.5,272,17,14630,27,14
91738,11/12/2022 15:30:57,D23X30 S3,39.65,-77.17,2,104,3143,23915,2.5,1461,15,9496,19,34
91738,11/12/2022 15:32:15,D23X30 S3,39.65,-77.17,3,106,2965,20882,2.6,1102,7,15205,8,44
91738,11/12/2022 15:35:14,D23X30 S3,39.65,-77.17,4,110,2996,23716,2.7,781,5,7353,5,54
91738,11/12/2022 15:38:19,D23X30 S3,39.65,-77.17,5,105,3325,23376,3.4,1431,10,13570,6,64
91738,11/12/2022 15:41:22,D23X30 S3,39.65,-77.17,6,113,3527,16716,3.1,61,5,14062,2,74
91738,11/12/2022 15:43:15,D23X30 S3,39.65,-77.17,7,145,3557,24292,6.5,639,8,15801,25,84
91738,11/12/2022 16:15:07,D23X30 S3,39.65,-77.17,8,14,179,4651,6.9,143,13,4645,8,74
91738,11/12/2022 16:25:22,D23X30 S3,39.65,-77.17,2,92,3080,23612,4.1,857,9,11015,6,34
91738,11/12/2022 16:45:31,D23X30 S3,39.65,-77.17,3,111,2995,22628,3.8,1506,8,9779,16,44
91738,11/12/2022 16:48:03,D23X30 S3,39.65,-77.17,4,111,2995,23617,4.2,948,12,9084,7,54
91738,11/12/2022 16:50:02,D23X30 S3,39.65,-77.17,5,110,3297,25636,3.8,1494,18,17306,14,64
91738,11/12/2022 16:54:07,D23X30 S3,39.65,-77.17,6,130,2984,25484,5,93,9,11120,14,74
91738,11/12/2022 16:56:53,D23X30 S3,39.65,-77.17,7,135,3200,25188,4.6,93,9,23536,18,84
91738,11/12/2022 17:08:00,D23X30 S3,39.65,-77.17,8,117,1470,6266,6.1,63,18,4623,14,74
91738,11/12/2022 17:18:40,D23X30 S3,39.65,-77.17,8,118,874,2008,10.3,90,9,2208,11,74
91738,11/12/2022 18:10:56,D23X30 S3,39.65,-77.17,2,108,3295,23761,2.2,1489,15,10146,43,34
91738,11/13/2022 13:04:13,D23X30 S3,39.65,-77.17,3,115,3296,25363,2.3,208,8,13863,11,44
91738,11/13/2022 13:08:04,D23X30 S3,39.65,-77.17,4,119,2699,23647,1.6,102,18,6299,10,54
91738,11/13/2022 13:11:57,D23X30 S3,39.65,-77.17,6,114,3090,24064,1.6,771,11,7625,6,74
91738,11/13/2022 13:14:40,D23X30 S3,39.65,-77.17,8,111,3556,25442,3.9,507,7,17740,13,94
91738,11/13/2022 14:36:00,D23X30 S3,39.65,-77.17,9,115,3519,25733,4,230,4,16254,9,84
91738,11/13/2022 14:47:43,D23X30 S3,39.65,-77.17,9,111,2296,3592,8,80,15,4440,14,84
91738,11/13/2022 16:06:28,D23X30 S3,39.65,-77.17,9,112,812,3825,7.9,64,34,7855,14,84
91738,11/13/2022 17:07:23,D23X30 S3,39.65,-77.17,2,100,1920,13462,1.5,68,11,645,0,34
91738,11/14/2022 13:32:17,D23X30 S3,39.65,-77.17,3,110,2831,23997,1.5,178,11,13867,19,44
91738,11/14/2022 13:43:39,D23X30 S3,39.65,-77.17,7,105,2756,18337,2.1,930,14,12879,13,84
91738,11/14/2022 13:39:02,D23X30 S3,39.65,-77.17,8,107,3531,23386,2.2,58,18,8782,11,94
91738,11/14/2022 14:03:40,D23X30 S3,39.65,-77.17,2,118,3570,17601,3.8,95,4,8186,22,14
91738,11/14/2022 15:46:42,D23X30 S3,39.65,-77.17,4,105,1624,10545,3.5,118,15,3265,3,54
91738,11/14/2022 16:10:36,D23X30 S3,39.65,-77.17,5,104,3058,20649,3.9,129,9,7252,22,64
91738,11/14/2022 16:14:51,D23X30 S3,39.65,-77.17,6,106,2890,15980,5.7,1360,8,9960,9,74
91738,11/14/2022 16:19:47,D23X30 S3,39.65,-77.17,7,132,3509,12460,3.9,129,5,2428,1,84
91738,11/14/2022 16:23:23,D23X30 S3,39.65,-77.17,8,126,3429,8032,3.7,74,8,5614,12,94
91738,11/14/2022 16:25:27,D23X30 S3,39.65,-77.17,9,125,3532,16013,3.6,70,4,6050,5,104
91738,11/14/2022 16:36:20,D23X30 S3,39.65,-77.17,10,134,3527,15403,3.7,64,4,9470,28,60
91738,11/14/2022 17:17:26,D23X30 S3,39.65,-77.17,2,65,1171,8676,-0.2,1,20,0,0,34
91738,11/18/2022 12:47:58,D23X30 S3,39.65,-77.17,3,71,1799,13994,2.8,93,16,0,0,44
91738,11/18/2022 12:56:08,D23X30 S3,39.65,-77.17,6,76,2509,18635,4.1,94,17,0,0,74
91738,11/18/2022 12:53:49,D23X30 S3,39.65,-77.17,7,71,2620,20191,-0.5,-3,14,0,0,84
91738,11/18/2022 13:00:10,D23X30 S3,39.65,-77.17,9,77,1928,14766,0,5,13,0,0,104
91738,11/18/2022 12:58:42,D23X30 S3,39.65,-77.17,10,70,2151,19905,-0.1,-3,16,10679,35,114
91738,11/18/2022 13:01:21,D23X30 S3,39.65,-77.17,11,70,1819,15041,4.1,724,17,6005,15,104
91738,11/18/2022 13:47:46,D23X30 S3,39.65,-77.17,4,105,2218,7335,16.3,783,21,0,0,54
91738,11/18/2022 14:08:28,D23X30 S3,39.65,-77.17,6,101,3135,20964,2.6,1376,14,6372,5,74
91738,11/18/2022 14:11:11,D23X30 S3,39.65,-77.17,7,102,3011,23542,6.2,1399,10,22825,4,84
91738,11/18/2022 14:14:46,D23X30 S3,39.65,-77.17,8,101,1842,19797,11.5,1465,12,0,0,94
91738,11/18/2022 14:17:30,D23X30 S3,39.65,-77.17,9,98,2030,17169,4.3,1374,10,7714,8,104
91738,11/18/2022 14:23:20,D23X30 S3,39.65,-77.17,11,94,1794,15985,2,297,16,6636,44,104
91738,11/18/2022 14:37:19,D23X30 S3,39.65,-77.17,9,102,3334,22732,1.6,1418,9,8797,7,104
91738,11/18/2022 14:33:09,D23X30 S3,39.65,-77.17,10,101,3298,23917,4.4,1585,5,22776,5,114
91738,11/18/2022 14:37:04,D23X30 S3,39.65,-77.17,11,107,3099,23443,2,603,11,9023,5,124
91738,11/18/2022 14:39:11,D23X30 S3,39.65,-77.17,12,102,3453,23981,9.1,1621,9,22798,11,134
91738,11/18/2022 14:46:08,D23X30 S3,39.65,-77.17,13,108,3127,24891,8.4,1598,14,22264,17,124
91738,11/18/2022 15:27:49,D23X30 S3,39.65,-77.17,2,108,3013,21646,2.8,92,3,4663,38,34
91738,11/18/2022 16:20:38,D23X30 S3,39.65,-77.17,3,90,2212,7645,3.7,65,3,0,0,44
91738,11/18/2022 16:23:14,D23X30 S3,39.65,-77.17,4,87,2200,9987,5.1,69,9,3118,44,54
91738,11/18/2022 16:24:36,D23X30 S3,39.65,-77.17,5,92,3012,20794,6.4,1332,3,4421,12,64
91738,11/18/2022 16:36:01,D23X30 S3,39.65,-77.17,7,105,1820,10448,4.9,85,10,0,0,84
91738,11/18/2022 16:32:29,D23X30 S3,39.65,-77.17,8,95,2448,17976,4.6,353,8,0,0,94
91738,11/18/2022 16:34:21,D23X30 S3,39.65,-77.17,9,97,3143,22404,13.4,1332,6,9175,1,104
91738,11/18/2022 16:38:13,D23X30 S3,39.65,-77.17,10,105,3211,22519,8.6,1406,4,5648,3,114
91738,11/18/2022 17:32:27,D23X30 S3,39.65,-77.17,11,79,573,1135,4.2,102,21,2770,12,104
91738,11/18/2022 17:21:18,D23X30 S3,39.65,-77.17,2,111,2702,17585,3.2,865,13,0,0,34
91738,11/18/2022 17:40:57,D23X30 S3,39.65,-77.17,4,110,1967,7241,3.4,126,18,0,0,54
91738,11/18/2022 17:46:12,D23X30 S3,39.65,-77.17,8,108,1946,14702,4.2,620,17,0,0,94
91738,11/18/2022 17:50:58,D23X30 S3,39.65,-77.17,9,112,1811,5076,4.1,281,9,0,0,104
91738,11/18/2022 17:44:36,D23X30 S3,39.65,-77.17,10,102,2799,19329,3.5,393,10,0,0,114
91738,11/18/2022 17:58:30,D23X30 S3,39.65,-77.17,15,116,2361,15445,3.8,394,13,0,0,164
91738,11/18/2022 17:52:17,D23X30 S3,39.65,-77.17,16,108,2531,20163,4.1,259,18,3696,3,174
91738,11/18/2022 18:07:06,D23X30 S3,39.65,-77.17,17,109,1718,14327,10,1330,6,5100,11,164
91738,11/18/2022 18:56:29,D23X30 S3,39.65,-77.17,2,106,3328,24109,4.4,1233,8,18178,9,34
91738,11/19/2022 13:57:16,D23X30 S3,39.65,-77.17,3,101,2973,7943,5,141,4,0,0,44
91738,11/19/2022 13:59:11,D23X30 S3,39.65,-77.17,4,108,3200,21968,6.3,101,3,8066,6,54
91738,11/19/2022 14:03:00,D23X30 S3,39.65,-77.17,5,115,3059,23112,10.2,1313,4,13433,7,64
91738,11/19/2022 14:09:09,D23X30 S3,39.65,-77.17,6,111,3369,20884,10.4,1372,4,9393,9,74
91738,11/19/2022 14:18:18,D23X30 S3,39.65,-77.17,7,114,2446,7543,6.1,92,6,5964,11,64
91738,11/19/2022 15:29:43,D23X30 S3,39.65,-77.17,6,111,549,1499,12.2,42,13,0,0,74
91738,11/19/2022 15:30:19,D23X30 S3,39.65,-77.17,7,111,1268,2483,16.7,165,10,5153,8,64
91738,11/19/2022 15:36:38,D23X30 S3,39.46,-77.16,6,113,1601,17144,6.1,172,35,0,0,74
91738,3/9/2023 13:53:50,D23X30 S3,39.46,-77.16,12,104,1676,4950,5.8,158,26,0,0,134
91738,3/9/2023 13:07:48,D23X30 S3,39.46,-77.16,14,105,2216,12648,6.3,224,29,0,0,154
91738,3/9/2023 13:17:08,D23X30 S3,39.46,-77.16,17,113,1870,10191,5.8,186,36,0,0,184
91738,3/9/2023 13:32:29,D23X30 S3,39.51,-77.28,4,109,2710,22895,5.7,662,18,8282,4,54
91738,3/16/2023 12:22:26,D23X30 S3,39.51,-77.28,2,113,2855,23493,2.8,641,19,21930,17,34
91738,3/16/2023 13:01:09,D23X30 S3,39.51,-77.28,3,114,3172,24245,4.9,688,10,17767,7,44
91738,3/16/2023 13:03:33,D23X30 S3,39.51,-77.28,4,105,2820,17258,5.1,1462,7,4957,3,54
91738,3/16/2023 13:10:04,D23X30 S3,39.51,-77.28,6,115,2923,23144,4.7,921,10,9209,8,74
91738,3/16/2023 13:17:34,D23X30 S3,39.51,-77.28,9,114,2763,23917,7.7,1485,15,21551,14,104
91738,3/16/2023 13:23:53,D23X30 S3,39.51,-77.28,12,112,2804,23401,5.2,1166,17,7906,10,134
91738,3/16/2023 13:33:11,D23X30 S3,39.51,-77.28,14,107,2622,9620,4.9,292,12,0,0,154
91738,3/16/2023 13:26:07,D23X30 S3,39.51,-77.28,15,107,2885,24367,5,775,17,21814,13,164
91738,3/16/2023 13:33:13,D23X30 S3,39.51,-77.28,18,123,3342,25152,6.9,1338,18,21911,14,194
91738,3/16/2023 13:42:09,D23X30 S3,39.51,-77.28,21,114,3182,23965,5.9,1248,14,22100,13,224
91738,3/16/2023 13:46:19,D23X30 S3,39.51,-77.28,22,113,2907,24235,5.1,1448,16,21866,8,234
91738,3/16/2023 13:54:08,D23X30 S3,39.51,-77.28,25,109,3291,18503,5.6,527,7,17062,5,264
91738,3/16/2023 13:52:56,D23X30 S3,39.51,-77.28,26,127,3360,24924,6.6,454,5,21572,5,274
91738,3/16/2023 14:03:57,D23X30 S3,39.51,-77.28,30,125,3298,24123,6.6,774,14,22205,15,314
91738,3/16/2023 14:08:47,D23X30 S3,39.51,-77.28,31,106,2672,10438,7.4,367,14,993,0,324
91738,3/16/2023 14:13:34,D23X30 S3,39.51,-77.28,34,108,2502,21391,6.9,420,19,865,0,354
91738,3/16/2023 14:28:51,D23X30 S3,39.51,-77.28,26,108,2913,23472,6.7,336,15,16674,21,274
91738,3/16/2023 18:48:51,D23X30 S3,39.51,-77.28,31,104,3094,13324,7.3,382,13,10109,7,324
91738,3/16/2023 19:43:13,D23X30 S3,39.51,-77.28,2,143,2241,23719,6.7,1291,21,22281,16,34
91738,3/17/2023 12:58:12,D23X30 S3,39.51,-77.28,3,137,2425,10286,6.1,395,8,11509,5,44
91738,3/17/2023 13:05:33,D23X30 S3,39.51,-77.28,5,139,2354,10449,5.5,364,8,10382,3,64
91738,3/17/2023 13:10:05,D23X30 S3,39.51,-77.28,9,135,2122,21544,11.3,1335,24,20167,14,104
91738,3/17/2023 13:22:27,D23X30 S3,39.51,-77.28,13,136,2080,23798,10.9,757,21,22105,7,144
91738,3/17/2023 13:32:26,D23X30 S3,39.51,-77.28,19,135,2279,20171,10.3,431,18,6641,8,204
91738,3/17/2023 13:32:54,D23X30 S3,39.51,-77.28,22,146,2106,23454,10.3,631,16,8660,11,234
91738,3/17/2023 13:49:58,D23X30 S3,39.51,-77.28,29,150,2366,20550,11.6,1199,14,19779,17,304
91738,3/17/2023 13:47:39,D23X30 S3,39.51,-77.28,30,139,2196,16120,11.3,320,17,7920,6,314
91738,3/17/2023 13:49:09,D23X30 S3,39.51,-77.28,31,148,2176,21157,13.3,1427,19,19037,15,324
91738,3/17/2023 14:59:28,D23X30 S3,39.51,-77.28,2,147,2589,22603,3.4,828,8,15391,6,34
91738,3/17/2023 16:38:06,D23X30 S3,39.51,-77.28,7,152,2078,18515,4.1,730,13,7790,15,84
91738,3/17/2023 16:40:28,D23X30 S3,39.51,-77.28,11,148,2330,23619,4,665,13,23024,13,124
